"","region","crop_group","FAO_crop","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"402","south","Fruits","Grapes",NA,NA,NA,NA,NA,NA,9,10,20,18,18,20,20,20,20,6,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,27,NA,NA,NA,NA
"403","south","Fruits","Lemons and limes",8279,8827,8415,10416,11114,11622,11212,11686,11483,12449,12432,13029,13410,12749,13232,17863,19705,19492,22372,23618.8,28807.75,29391.91,26300.25,28310.1,29053.75,25865.02,26599.02,27203.01,27853.13,28417.66,29736.96,31918.62,31992.61,30778.98,32645.05,34893,36590.51
"404","south","Fruits","Mangoes, mangosteens, guavas",14030,16131,17856,19641,18884,23907,21689,12722,20944,22859,23304,20834,22845,21927,23363,29925,28076.6,33537,37309.3,39145.25,37091.98,38837,38242.75,36975.01,39256.71,41339.21,43171.35,42513.43,44344.38,45214.34,46130.29,45779.2,44969.87,46145.79,46933.53,48837,51520.58
"405","south","Fruits","Melons, other (inc.cantaloupes)",3242,1861,3890,2297,3043,4652,2669,3747,4218,4640,6318,11650,7598,3989,5377,4127,2830,3018,2317,3049.3,2903,2434.25,2232.47,2455,1952.39,2071,2109,2579.24,2631.15,2551.5,1682.72,2196.5,2127.48,1669.72,1468.98,1371,1397.11
"406","south","Fruits","Oranges",8938,11875,11598,14009,11270,12172,14798,16004,16701,14280,16670,19562,26362,30089,34249,34509,36695.15,41308,43563,44644.25,46245.8,46614,45147.75,47596.9,46609.65,35379,35252.09,36637.94,34980.24,32523.54,33226.75,33289.94,31816.19,30930.88,30754.79,30367,30054.86
"407","south","Fruits","Papayas",550,862,1154,1601,2176,3916,3539,3371,3767,2755,2868,3080,3298,3381,3986,3348,2796,2414,2796,4437,5318,6176,5947.49,5148.79,6007.5,4501.07,5113.93,5318.82,5092.52,5513.5,5196.6,4987.48,4863.95,5816.7,5893.42,5753,5981.64
"408","south","Fruits","Peaches and nectarines",1069,1166,1740,1808,1937,2180,1630,1327,1407,1403,1449,813,813,1758,1947,2077,2171,1819,1476,1960,1990,2002,2578,2636,2665,2762.55,2664,2671.25,2489,2748,2855.3,2755.48,2797.5,2835.25,2900.75,2951,3149.05
"409","south","Fruits","Pears",60,60,594,594,594,602,598,596,536,692,686,20,26,101,70,70,70,70,70,220,220,220,218,220,218,193,175,167,120,120,120,120,127,148,242,241,325.2
"410","south","Fruits","Pineapples",4599,3508,250,300,300,1718,2700,2766,2723,1850,2297,1813,1662,2617,3057,3464,2386,2852,3977,3452.25,3337,4089.39,4833.77,4322.14,3293.38,4038,3240,3272,3997,4240,3818.45,3741.5,3811,3804,3833.5,4342,4659.7
"411","south","Fruits","Plantains and others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,112,137,167
"412","south","Fruits","Plums and sloes",1957,1980,2035,2120,2414,2661,1933,1615,1046,1412,1414,1312,1300,1733,1705,2421,2001,1892,1821,1747,1749,1755,2597,2689,2687,2650.7,2629.5,2177.5,2674,2788.5,2804,2808.5,2867,2868.2,2871.9,2924,2840
"413","south","Fruits","Quinces",28,28,29,28,24,25,25,20,15,5,5,5,5,10,10,23,23,23,23,23,23,23,23,23,23,23,23,20.5,20.5,20.5,21,20,20,20,20,20,20
"414","south","Fruits","Strawberries",NA,NA,NA,NA,NA,NA,6,NA,1,1,2,3,NA,NA,13,55,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7.25
"415","south","Fruits","Tangerines, mandarins, clementines, satsumas",124,133,332,123,1954,191,558,488,481,385,385,382,439,458,494,491,528,659,727,732.85,783.5,782.5,740,801.5,820,751,760.5,774.78,800.8,759.55,748.8,856.5,799.83,954.23,791.65,795,793.4
"416","south","Fruits","Watermelons",6354,7831,11150,9142,9319,10829,9657,9843,4858,8968,7890,8421,8720,9020,7481,6776,5960,7003,6186.5,6401.5,6877.5,6403.1,7032.36,7608.95,6750.92,6818.27,7697.88,7436.4,8293.25,7701.04,6600.92,7555.07,7639.6,7303.2,7308.48,7294,7014.83
"417","south","Live plants","live plants",NA,NA,NA,NA,NA,NA,1962,1695,2523,2331,2138,2817,2962,2652,2422,1654,1353,1489,1603,1775.15,1465,1623.75,1031.32,1064.94,1145.66,1132.04,1165.1,1255.1,1206.06,1117.79,1123.58,1097.05,364.18,361.53,411.26,321,NA
"418","south","Nuts","Cashew nuts, with shell",277,277,NA,63,NA,398,429,369,380,155,61,61,NA,NA,235,2654,2450,2000,2329,2518,1316,1316,1316,774,1060.35,1334.25,1322.25,1309.75,1468.7,1255,1527,1163.95,1426.95,1406.45,1395.45,1410,1425.05
"419","south","Nuts","Nuts, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,465,160,160,418,268,345,345,150,476,43,363,253,476,525,525,515,690,690,850.3,795.3,693,700
"420","south","Nuts","Walnuts, with shell",230,231,212,293,332,583,110,115,128,161,161,145,335,370,360,325,325,25,250,250,250,250,250,249,249,249,249,209,231,231,230,243,229,147,154,156,158
"421","south","Oils","Coconuts",6752,53805,52280,52285,56449,48630,3528,3738,3568,1927,2018,1938,1928,1696,1707,1440,1385,1324,1581,1985,1571,1611,1460,2097,2084,2295.5,2280.5,2526.85,2647,2579,2786,2793,2661.5,2697.94,2772.07,2789,2801.53
"422","south","Oils","Groundnuts, with shell",6644,10913,9808,12395,16320,17783,17620,20329,23268,25979,19795,19814,24522,14767,6486,15821,23564,21920,25355.5,23548.25,24300.5,16240.25,16393.25,15886.74,15729,16760.5,11669.5,14919,13647,13389.5,14081.4,15002.9,15400.3,14705.9,13404.35,13585,13694.3
"423","south","Oils","Oilseeds nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,5,5.25
"424","south","Oils","Safflower seed",68,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","south","Oils","Sesame seed",20752,20071,11178,5148,10745,10641,3718,8402,7482,11517,8763,15605,12790,10603,7112,7168,19058,11567,15910.5,15314.25,16094.25,18454.25,13747.5,16139,15989,11213,9020,14065.5,13997,14510,10472,13954,14544,14536.13,15802.5,15096,15867.5
"426","south","Oils","Soybeans",6580,11473,17641,17618,15625,24724,27195,24089,19994,23245,19457,9730,8474,7276,7556,6874,9097,10540,11929.6,13060,13488.3,12725.5,10144,9172,12630.5,17596.71,14721.5,11938,15866,18507,30630.03,28010.75,21329.91,31048.19,47698.44,53091,61789.7
"427","south","Pulses","Beans, dry",99214,114693,106190,133632,107016,142415,107669,127272,121379,125222,123577,157204,164549,204893,198641,158997,168096.7,170963,188256.5,187427.89,202282.85,191936.85,190623.5,173866.94,197994.44,186210.68,179359.38,184229.16,172605.02,166913.96,166208.21,174600.72,173196.83,167587.2,165507.04,165695,165066.92
"428","south","Pulses","Broad beans, horse beans, dry",1,76,89,39,53,108,15,4,26,NA,15,34,84,6,NA,NA,NA,NA,20,30,5,NA,28,28,12,12,6,27,63,82,70,71,51,36.5,36.6,34,28.65
"429","south","Pulses","Chick peas",2393,3044,2718,56,1239,1402,1411,1120,536,373,976,1379,2155,1980,2531,2090,1241,2350,4494,5705,3649,6301,4369,900,4550,2561,1143,386,727,481.5,408.3,438.4,386.3,296,305.7,305,244.7
"430","south","Pulses","Lentils",15,NA,2,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","south","Pulses","Peas, dry",32,26,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,150,NA,NA,NA,61,54,30,44,46,49,57,57,66,53,50.9,48,44.3
"432","south","Roots and tubers","Cassava",680,32,57,162,1069,74,NA,5,985,200,269,NA,NA,NA,271,9,8,435,779,1203,1508,1342.1,1512.5,763,1123,798,1162,892,645,1098,1138.5,1217,1231,1394,1107.6,1505,1424
"433","south","Roots and tubers","Potatoes",622,1256,1348,1180,595,1460,703,1046,1567,1660,1659,1799,1816,1317,1205,1229,1285,1250,1394,1504,1478.5,1550.5,1651,1736,1780,1819,1844,1873,1914,1900,1941,2008,1986.5,2015,2004.75,2055,2005.5
"434","south","Roots and tubers","Roots and tubers, nes",112,60,173,13,62,2,NA,NA,19,20,NA,8,47,15,35,35,35,35,30,70,57.5,56,42,54,55,98.5,93,86,92,90.5,72,65.5,66,75.3,105.5,150,174.77
"435","south","Roots and tubers","Sweet potatoes",371,115,55,21,8,3,4,NA,NA,NA,20,13,10,NA,NA,NA,14,24,25,27,156,164,194,125,203,172,220,111,161,246,187,204.4,188.5,212,228.95,310,249.5
"436","south","Roots and tubers","Taro (cocoyam)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","south","Sugar crops and sweetners","Sugar cane",NA,NA,NA,NA,NA,NA,NA,245,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101488.44,95386.83,110331.81,112550.76,117764.84,119826.5,143674.3,141457.94,144345.19,144740.29,146548.71,145480.64,158976.01,163220.2,176992.66,174159.68,5442,185635.55
"438","south","Sugar crops and sweetners","Sugar crops, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,17,19,13.75
"439","south","Vegetables","Beans, green",186,76,68,156,44,24,15,19,6,32,28,43,46,88,74,73,55,101,83,94,157,115,107,128,118,127,188,165,133,138,188.34,204.15,183.15,149.2,166.72,150,154.06
"440","south","Vegetables","Cabbages and other brassicas",84,405,67,75,25,23,25,21,231,14,277,518,369,107,44,47,53,71,69,642,627,653,702.5,749.5,784.5,770.5,780.5,745.5,743,761,796,835,851,875,861.15,865,878.75
"441","south","Vegetables","Carrots and turnips",1,21,NA,5,NA,NA,NA,NA,NA,NA,NA,15,16,4,209,144,45,15,9,15,20,18,26,25,14,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","south","Vegetables","Cauliflowers and broccoli",3,57,7,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","south","Vegetables","Chillies and peppers, green",2744,3218,3256,5819,7082,6980,11749,5729,6361,6510,8975,7590,12321,11353,10649,10938,10058,12153,17200.2,17135.24,15816.64,15771.34,10336.18,14316.28,12100.82,13132.38,13583.25,10642.11,13937.41,12351.58,11532.51,12071.85,11878.24,12733.44,10897.9,9847,8605.59
"444","south","Vegetables","Cucumbers and gherkins",60,56,56,133,115,169,124,210,2158,232,273,119,288,342,439,372,453,425,453,541.5,474.5,479.2,358.8,584.5,534.58,649,866.11,618.78,669.8,717.2,703.86,756.58,815.98,876.51,994.24,842,939.71
"445","south","Vegetables","Eggplants (aubergines)",4,NA,NA,NA,10,8,7,2,NA,NA,NA,NA,NA,NA,NA,NA,10,11,13,13,16,18,16,19.5,31,50,18,22.04,41.04,75,78,80,91.8,92.7,99.67,83,59.87
"446","south","Vegetables","Garlic",247,NA,10,13,528,176,218,88,18,30,49,56,96,420,578,313,115,144,147,242,225,264,223,241,265,264,266.5,252,241,233,254.8,257.15,168.75,199.5,189,191,183.2
"447","south","Vegetables","Lettuce and chicory",2,234,NA,26,14,22,23,28,9,18,18,19,23,26,14,21,34,38,38,41,18,19,15,11,13,13,16,15,21.5,24,24,26,28,24.5,25,21,13.5
"448","south","Vegetables","Okra",NA,NA,62,50,NA,62,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,128,40,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,81,51,NA,NA,20
"449","south","Vegetables","Onions, shallots, green",115,87,12,38,22,45,42,46,76,61,77,74,88,145,272,255,132,168,154,145,205,203.25,196.49,264,256,246.5,295.75,219.5,190,194,200.4,337.77,194.07,205.3,272.45,283,244.8
"450","south","Vegetables","Peas, green",279,291,371,354,428,390,291,139,251,307,303,274,184,346,414,347,273,267,272,NA,177,342,354,365,337,307,316,387,400.5,415,403,423,400.3,392.75,438.6,395,322.2
"451","south","Vegetables","Pumpkins, squash and gourds",5570,4037,3962,3914,15597,26860,1258,1353,840,6751,12328,11130,3247,3259,1030,5965,1264,1471,36271,8714.5,5744,3527,5019.6,8849.5,5729,5171.2,7828.68,6189.5,9459.08,11127.78,12205.55,14785.99,15701.24,26171.25,20444.13,22529,30141.86
"452","south","Vegetables","Spinach",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","south","Vegetables","Tomatoes",3937,3002,2577,2585,2756,2683,2351,3052,3070,3794,3083,2268,2930,3715,2704,2596,2338,2771,2337.5,2866.35,3383.56,2735.83,2682.87,2807.31,2503.83,2533.05,2620.31,3317.96,3016.39,2857.82,3110.85,3682,3248.96,3069.91,2804.23,3940,3614.34
"454","south","Vegetables","Vegetables, fresh nes",31,36,6,6,67,33,48,32,41,4,179,134,141,996,529,1065,1522,966,1875,2908,3453,3158,2655.5,2708.5,16330,25264,24654.25,10703.64,11934,20379.32,9590.28,7133.1,5361.67,7538.62,6778.81,7350,7709.11
