"","region","crop_group","FAO_crop","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"97","central","Vegetables","Vegetables, fresh nes",16821,10978,14946,16477,21313,21071,20955,19959,22496,23653,24254,25845,24236,23326,31455,34088,31618,24017,29209,29554,31781.55,32622.65,39194.37,40422,42205.1,43874.86,42958.8,44872.25,45049.4,43773.75,45971.99,46027.34,48074.7,47783.55,53437.94,54452,53900.88
"98","central",NA,NA,192,218,145,148,202,363,205,403,272,96,98,129,246,258,273,287,270,245,272,215,170,174,171,170,208,208.5,212,210,327,317,304,284,303.7,305,291,279,539.05
"99","central_west","Beverage crops and spices","Anise, badian, fennel, coriander",179,620,774,635,822,958,190,335,722,619,578,469,466,451,291,294,489,224,319,625.41,585.14,724.39,789.12,767.99,843.62,863.8,719.59,749.64,825,799.35,1206.4,1093.45,724.5,888,772.3,763,712
"100","central_west","Beverage crops and spices","Coffee, green",6702,7310,7719,8763,15497,8528,6387,6424,6550,3624,6310,5097,5413,3895,4923,5779,6070,6394,6229,6556,6719,4864,6475,7196.5,4405.5,5214.69,6199.3,5820.29,5564.89,7322.5,7305.5,6799.5,6773.5,6496,6223.3,5717,6698.09
"101","central_west","Beverage crops and spices","Peppermint",NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","central_west","Beverage crops and spices","Spices, nes",NA,NA,NA,57,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","central_west","Beverage crops and spices","Tea nes",NA,NA,NA,NA,5,20,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,5,2.5,NA,3,NA,NA,1.5,2,5,2,1,2.5,1.5,1.5,3,5
"104","central_west","Cereals","Barley",24614,22563,21728,23925,33733,29868,37829,39273,28673,18180,33581,35591,33613,40186,23351,32981,35366,24860,28404,36056.13,32922.62,44960.39,73462.75,119767.46,93904.06,67301.5,62080.31,60151,57971,55700.1,56310.43,64637.54,98523.47,53541,75480.04,59159,86949.87
"105","central_west","Cereals","Cereals, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,3,13,NA,0.5,63,88,NA,21,36.25,9,21,79,5,2,NA,7,22,NA
"106","central_west","Cereals","Maize",1732952,1790986,1315143,1904534,1727401,1740343,1554133,1502469,1690296,1452720,1735605,1544865,1597989,1724597,1801950,1837841,1713331,1468935,1782313.2,1469084.88,1338767.42,1686709.22,1695311.4,1630014.05,1629297.18,1349176.37,1397536.54,1562074.76,1582245.04,1168630.32,1452557.8,1216132.15,1519534.42,1567341.83,1532614.82,1446332,1671332.71
"107","central_west","Cereals","Millet",NA,NA,NA,NA,NA,11,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","central_west","Cereals","Oats",3613,2992,3767,1585,561,1090,2436,2407,2169,1033,2199,1589,115,205,122,175,303,170,190,410,581,NA,397,144,569,182,226,33,95,389,682,687,195,621,413,859,744.84
"109","central_west","Cereals","Quinoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"110","central_west","Cereals","Rice, paddy",13945,18283,16612,9423,10657,11532,8881,9084,8832,10122,9779,6988,9952,6201,7744,10387,12782,14612,10828.5,11089.5,9730.8,7682.17,6107.8,7541,7887,10672.25,8822.25,7319.5,8349.5,9959.5,8718,7860.5,8703,7806.95,10642.5,10794,9712.48
"111","central_west","Cereals","Rye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","central_west","Cereals","Sorghum",585870,586746,453679,657375,604695,670649,646589,645038,656196,611599,633213,461964,418746,204894,279316,394581,481438,413626,491500.5,451702.29,445935.63,486441.67,449358.02,445081.19,419262.11,337909.46,354346.08,358119.5,386772.21,311774.47,374482.26,353062.44,414630.34,447815.89,436355.64,366590,182775.03
"113","central_west","Cereals","Triticale",800,8,NA,NA,104,115,535,138,140,110,114,41,40,NA,NA,NA,NA,10,NA,2,30,NA,30,36,NA,51,10,30,20,80,100,NA,NA,255,NA,60,NA
"114","central_west","Cereals","Wheat",107273,148176,172052,136403,214064,268670,259581,254040,205065,264362,152072,247809,232694,200422,239814,225126,269520,233901,169961,179649.27,118579.27,100865.81,102695.57,112734.34,168951.6,193743.73,160934.4,159661.07,212992.18,180072.53,92116.36,154656.94,109527.9,86915.57,110005.13,158815,122369.69
"115","central_west","Fibres","Agave fibres nes",NA,NA,NA,439,458,NA,1269,1098,1269,6789,8165,8677,3432,7474,10722,5231,5175,5268,3880,2823,4112,3239,2315,3855,7658.5,8584.4,8251.5,10147,12801.5,7615.22,8850.7,12549.8,13833.8,14710,21490.85,17274,18085.61
"116","central_west","Fibres","Tobacco, unmanufactured",1109,1097,1190,1071,875,1109,1180,1406,1347,924,766,680,1153,1249,683,182,201,535,767,768,368,267,19,22,29.25,41,330,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","central_west","Fruits","Apples",933,1154,1185,1163,1158,1059,952,916,1005,1355,1474,1062,805,569,336,443,1080,1184,1363,1115.5,1115,945,914.5,669.5,921.5,1013,988.5,1003,1000,1020.5,1027.5,954.5,879.5,810,784.5,770,655
"118","central_west","Fruits","Apricots",149,149,157,110,109,104,51,29,26,32,27,24,27,20,33,28,21,14,10,10,8,8,12,4,12,12,NA,9,NA,NA,0.5,NA,NA,1,1,1,6
"119","central_west","Fruits","Avocados",26527,27202,29582,29895,32986,49940,44527,41454,58173,38032,58193,65360,72042,67985,74688,75027,74522,66399,77375,78046.38,79592.25,79654.38,79901.75,81816.03,86175.42,89227.75,90198.55,95003.48,97140.48,105902.79,107801.06,111090.64,111632.34,122246.56,130122.84,140364,151194.85
"120","central_west","Fruits","Bananas",18619,18913,20757,17542,15302,19037,21468,18832,17601,22243,16124,13525,13852,13698,11562,10706,9684,10112,10365,11845.25,10979.5,11523.5,11653.25,11414.45,11932.4,12350,11468.5,11881.5,11776,11373.06,11861.06,10178.56,10710,12716.64,14094.43,14890,15158.44
"121","central_west","Fruits","Berries nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,186,221,529,533,670,697,859,978.9,1080.15,917,899.7,1910.1,2024.05,2506.05,2911.95,3111.45,6338.95,6568.5,6340.5,10670.75,11365.5,11814,12352.5,9884,12857.94
"122","central_west","Fruits","Blueberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,39,489,606.5,902,1372.07,NA,NA
"123","central_west","Fruits","Cherries",377,396,403,254,406,499,5,5,5,4,3,NA,170,NA,NA,NA,50,50,50,50,NA,NA,6,6,6,NA,NA,3,3,4,9,9,6,4,3,3,2
"124","central_west","Fruits","Cranberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1617,2267.34
"125","central_west","Fruits","Figs",77,114,124,113,130,132,79,58,8,NA,NA,NA,4,4,4,4,4,5,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,NA
"126","central_west","Fruits","Fruit, fresh nes",4893,4992,5497,6050,5323,5299,3831,4068,3293,3005,2096,4431,5580,6070,7052,6493,6365,6456,6121,6276.5,6653.9,7001.4,8001.91,9101.91,10024.74,10538.66,10619.32,11489.02,12186.27,11545.4,11253.48,11182.11,12667.25,12597.01,12795.5,12541,14420.48
"127","central_west","Fruits","Fruit, tropical fresh nes",1247,1124,1094,975,1024,1071,748,534,475,361,178,392,539,535,602,600,579,586,561,638.25,527.25,589.5,509.5,509.77,605,689.98,762.7,834.7,1101.95,1249.51,1176.86,1194.39,1147.5,1138.1,1212.31,1298,1337.7
"128","central_west","Fruits","Grapefruit (inc. pomelos)",427,584,512,199,400,427,151,159,147,164,161,132,177,179,259,271,437,626,737,1494,1745,1595.86,2232.56,2237.56,3314.85,3503.95,3514.95,3798.45,3949.05,4315.05,4140.05,3889.89,3880.89,3834.3,3536.4,3616,3263.24
"129","central_west","Fruits","Grapes",12812,11361,11155,11362,12732,12078,10017,7044,5306,5358,5263,4001,3192,3200,2625,2352,1589,1297,1004,1122,1198,1284,1319,1379,1365.85,1015,1006,1058,1106,1101,1111,1063,1093,1123.5,1032.5,1112,1132.5
"130","central_west","Fruits","Lemons and limes",33256,36728,38670,39636,34960,44173,42560,41879,44851,43709,44014,44379,46420,48343,47143,48368,51621,53779,55910.5,59525.14,61012.02,59760.9,61770.61,61225.5,67718.23,66688.72,66535.85,67219.4,67844.36,59384.05,60766.44,62332.29,61772.74,62431.31,63149.31,64112,63247.21
"131","central_west","Fruits","Mangoes, mangosteens, guavas",23297,20567,20471,19891,22192,18862,19208,24326,28006,24151,26579,29239,29368,32902,33928,36831,39025,41189,39560.25,43232.04,43922.99,43225.03,45632.7,45475.95,47027.01,46235.12,47708.87,47312.33,45327.58,44876.01,46091.76,45583.44,46508.93,47206.81,47679.67,49391,49144.6
"132","central_west","Fruits","Melons, other (inc.cantaloupes)",9360,8126,9791,5443,8273,6616,12420,6805,12312,12170,10087,9407,7154,5169,5056,6066,7350.5,7575,6779,7328.27,6073.48,5522.6,5465.84,3333.3,4621.97,4381.05,4060.16,3137,4411,4429.5,4531.8,4460.9,3714,4100.5,4018.75,3740,4041.8
"133","central_west","Fruits","Oranges",849,877,876,395,871,864,274,349,433,266,304,424,730,799,891,837,1004,1098,1003.25,1294.62,1323.62,1157.57,1173.57,1198.57,1215.87,1191.37,1124.07,1223.4,1230.07,1242.57,1234.67,1197.38,1205.93,1218.93,1211.93,1209,1156.62
"134","central_west","Fruits","Papayas",1484,2053,1800,1923,1861,1917,1221,1775,2249,1400,1533,1219,1319,1642,1558,1477,2573,3016,2968,3284.25,3131.75,3261.28,2369,1952.5,1921.9,2538.4,2232.5,3166,2838.45,2562.86,3005.01,2654.05,3078,3373.5,3658.75,4588,5334.59
"135","central_west","Fruits","Peaches and nectarines",5893,5460,5084,4585,4874,5090,6358,6038,6004,3602,3700,4395,5424,5207,4888,5040,4928,4956,4726,5231,5418.5,5406,6321.75,7315.53,7387.06,7606.87,7866.45,8125.75,7758.75,7726.25,6458.85,5828.25,5836.05,5291.9,4994.02,4655,4408
"136","central_west","Fruits","Pears",1783,1776,1808,1443,1840,1846,1592,1620,1550,385,375,1758,2014,1939,1961,1828,1882,1904,1918,937,1393,1393,1214.3,1206.6,1035.3,705.8,942.8,768.8,1018.3,1021.3,1014.3,1011.3,996.3,994.3,1005.3,1004,993.5
"137","central_west","Fruits","Persimmons",NA,NA,NA,NA,2,4,4,7,7,9,8,6,6,4,4,NA,1,NA,2,1,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA
"138","central_west","Fruits","Pineapples",60,89,120,NA,NA,215,NA,NA,31,51,15,25,45,75,51,61,89,85,19,76,61,60,75,55,37,45,74,67,89,168,175.5,277,488,622,703,871,883.62
"139","central_west","Fruits","Plums and sloes",2160,2213,1575,1493,2564,1594,2746,2961,3438,1345,1492,5828,6023,5869,6056,6091,6208,6110,4791,4879.36,5247.5,5318,3843.85,4220.85,4214.6,3981.6,3771.4,4227.6,4064.35,4070.7,4163.5,4202.95,4169.1,4159.2,4157.1,3922,3918.5
"140","central_west","Fruits","Quinces",412,402,402,233,400,400,194,166,108,135,110,144,326,328,363,367,369,327,359,318,318,322,255,203,123,118.5,111,130,121,125,122,126.5,126.5,114,111,106,104
"141","central_west","Fruits","Raspberries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,66,115,116,136,92,106.2,113.5,203,223,288,426,598,606,684.27,689.27,1120.72,1037.45,1703.5,1805.95,3138,5624.96
"142","central_west","Fruits","Strawberries",5965,3669,3931,4213,2291,4203,3152,4311,5011,4059,4683,7173,5078,5217,4569,6099,6472,5715,6032,6387.67,5729.31,4890.64,5195.95,4357.85,5316.53,4156.83,4611.65,4767.75,4801,5196,4869.01,5253,6432.5,6496.5,7813.3,7744,9216.43
"143","central_west","Fruits","Tangerines, mandarins, clementines, satsumas",145,141,141,21,141,141,44,35,39,26,22,8,12,16,20,21,23,17,24,28,26,28,27,27,38,33,23,24,32,26,26.5,28,24,4,1,39,35
"144","central_west","Fruits","Watermelons",4630,2500,4668,4272,5578,5503,4988,3845,4258,5616,4032,4323,2173,3734,2984,4060,5525.5,4736,5015,5514.34,6618.88,5645.83,5272.23,6058.38,5634.54,5655.5,5642.85,5434,6135,4903.5,6112.6,5538.5,4803.23,4681,4474,3990,4108.74
"145","central_west","Live plants","live plants",NA,NA,NA,NA,60,145,8679,2466,1586,3748,2891,1044,1092,692,586,355,1460.52,1277,2037,237,1130.5,1206.33,1020.93,891.43,950.35,862.35,812,1100.15,870.85,1087,475,294,294,287.5,276,248,NA
"146","central_west","Nuts","Almonds, with shell",16,15,15,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","central_west","Nuts","Nuts, nes",NA,NA,NA,NA,NA,NA,1041,88,60,23,23,35,49,52,66,66,38,47,50,56.5,59.5,61.5,44.5,44.5,21,43,49,61,41,38,36,41,23,43,45,38,36
"148","central_west","Nuts","Walnuts, with shell",651,676,712,822,876,897,633,768,503,398,485,256,631,670,549,710,624,660,623,603,600,598.5,619.5,604.5,548.5,612,532,584,581,588,606.5,604,597,542.5,439.5,473,481.5
"149","central_west","Oils","Coconuts",2432,37331,41427,38622,28707,42275,1200,1202,1250,499,NA,40,34,34,34,23,26,NA,19,24.5,2449.5,2447.5,2450,2451,5687.5,4644,4649,4721,4738,4736,4768.5,4818.5,6091.5,6172.5,6851.5,6865,6679.01
"150","central_west","Oils","Groundnuts, with shell",1958,2273,2570,2989,1831,2133,2779,2444,3009,2757,2664,3047,2701,1756,1489,2441,3430,3436,3468.5,2818.5,2535.4,2882.26,2098.84,1965.8,2214.5,2298,1579.75,1872.5,1850.5,2756.25,2395.5,2088.45,2535.6,2196.7,2432.55,2840,2475.15
"151","central_west","Oils","Linseed",2810,1392,550,351,590,465,456,356,14,2,11,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","central_west","Oils","Mustard seed",NA,NA,NA,NA,NA,2,75,51,2,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,30,NA,NA,NA,NA,NA
"153","central_west","Oils","Oilseeds nes",245,150,230,43,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,105,300,300,300,300,300,250,NA,15,22,20,14,2299,2720,5066.6,17499,15790,11993,4853.75
"154","central_west","Oils","Olives",128,30,21,30,31,31,1,1,1,31,31,31,31,31,21,27,27,32,27,27,NA,27,NA,27,27,NA,27,27,27,27,27,27,27,28,28,32,32.5
"155","central_west","Oils","Rapeseed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,267,663,641.5,14.5,16.2,10.5,51.5,200,863.5,50,169.5,176,24.2
"156","central_west","Oils","Safflower seed",10877,15475,17355,18896,15726,13575,15780,11591,9863,14674,9370,11117,2026,2811,1047,6446,11843,9215,5634,6900.25,7503.87,4417.93,3168.7,9855,7831.62,4660,4954,9230.95,3618.5,3246,4860.58,5546.68,3734.54,7481.72,10991.77,10900,7022.33
"157","central_west","Oils","Sesame seed",50841,27650,19881,32499,37690,28596,27989,14390,18291,4983,9253,4892,4964,3365,655,4155,10765,4084,5924.5,5118,6186.5,4006.4,1896,3607.5,3088.25,4218.5,4210.5,3495.5,3453,3993,8964.7,6780,6036.15,7340.5,8778.37,11656,10813.65
"158","central_west","Oils","Soybeans",109,11,80,33,22,8,5,148,NA,8,NA,3,1,4,49,2,4,6,3,9,NA,4,33.75,NA,NA,NA,NA,NA,15,35,NA,2,1,146,1,NA,NA
"159","central_west","Pulses","Beans, dry",221823,213532,128015,248736,252905,240490,144520,124653,187791,114486,221727,120025,164732,148423,176914,189702,164235,135549,195428.5,103525.7,82147.8,170966.6,182609.98,187527.52,165908.63,83458.9,119695.73,111126.5,123990.15,58230.34,107827.46,53567.48,121310.76,132471.75,121362.36,118018,109048.84
"160","central_west","Pulses","Broad beans, horse beans, dry",1666,1904,1320,1432,915,999,183,672,978,912,1084,1054,948,1032,799,1057,1343,984,884,1225.5,1116.75,1146,973.55,1015.65,985.65,991.8,1267,993.5,1003.5,1023.5,1109.2,1302.5,1229,1026,1082.5,1192,1153.5
"161","central_west","Pulses","Chick peas",173,248,48802,47218,86261,74372,27983,49220,32880,35412,36914,36189,7927,11355,9367,13262,11986,14315,16472,22344.75,13224.09,18318.93,20327.95,17595.94,17393.92,16056.91,15348.6,16998.89,15386,10744.72,32045.42,16744,10994.49,6213.69,19818,16048,15728.08
"162","central_west","Pulses","Lentils",11317,14454,21986,12171,20606,6091,11167,11535,5840,12008,10107,12880,9037,12340,11787,11039,8846,8547,6588,8860,8972,3226.83,6938.27,5769.73,8234,8650.25,6791.5,7777,8279,6585.5,3859.34,6820.5,5965.5,5478.5,8688,8146,2812
"163","central_west","Pulses","Peas, dry",83,NA,10,NA,NA,NA,92,61,28,45,128,105,104,64,209,141,NA,47,46,197,112,69,91.5,74,58,32,57,62,56,114,52,38,24,32,23,35,30
"164","central_west","Roots and tubers","Cassava",NA,NA,33,6,40,35,NA,NA,391,NA,NA,NA,NA,NA,NA,28,4,35,35,40,30,29,30,30,20,40,100,100,100,100,109,109,109,109,112,107,103
"165","central_west","Roots and tubers","Potatoes",4747,3839,6414,6270,6177,8613,7498,5987,7672,6733,9064,8668,9752,8162,8427,8751,10885,9138,12205,13302.14,13951.49,12257.98,10573.5,8860.5,9615,7847,7084,7043.3,6439.25,4942,5309.5,4922,5044,4742,4051.8,4216,4315
"166","central_west","Roots and tubers","Roots and tubers, nes",454,539,423,364,508,614,616,769,607,624,629,719,1048,1039,967,1267,1448,1611,1016,1407.75,1011.5,1618,1298.2,2460.06,2524.8,2443.5,2436,1082,1285,1742,1794,2094.8,1851,1930,2377.3,2380,2026.1
"167","central_west","Roots and tubers","Sweet potatoes",1058,2555,2535,2144,2361,1585,1402,2537,2144,1686,1327,1352,1697,1406,1250,1315,1060.5,1290,1336,1601.51,1610.4,1974.45,1499.55,1693.34,1789.15,2058.82,1436.72,1741.55,1743.5,1221,1479,1375.4,841.1,999.2,911.06,1648,1925.2
"168","central_west","Sugar crops and sweetners","Sugar cane",2424,NA,NA,NA,NA,NA,232,256,201,NA,NA,250,209,193,181,350,566,516,325,103287.68,85809,93156.51,87608.58,89594.1,88280.44,91700.82,92846.21,96996.98,96365.52,98222.87,95435.68,94507.78,106285.42,119216.03,115115.98,2606,114953.76
"169","central_west","Sugar crops and sweetners","Sugar crops, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"170","central_west","Vegetables","Artichokes",2,4,13,1,NA,NA,NA,40,11,27,23,67,73,NA,150,151,151,311,124,180,180,170,286,325,241,236,90,109,58,30,30,60,60,33,71,124,130.5
"171","central_west","Vegetables","Asparagus",1744,2128,2026,937,2773,1966,2736,1927,726,1292,2904,1891,1809,2288,2718,2793,2626,2763,3039,3224,2869,2873,3267,3378.5,2788.5,3248.5,3363,3175,2986,2593,2528,2795,3376,3430.94,3839.89,4078,4295.5
"172","central_west","Vegetables","Beans, green",815,649,677,449,393,381,38,160,501,753,345,510,789,699,420,538,560,525,467,492.5,492,429.25,475,520.25,800.22,890.19,683.34,661.5,576.5,570.75,639.5,666.5,726,738.75,824,782,716
"173","central_west","Vegetables","Cabbages and other brassicas",1774,1717,1754,1742,2556,2030,1868,1758,2053,1977,1714,1453,1888,1293,1649,1405,1584,1311,1414,1871.05,1299.76,1220.65,1298.56,1708.28,1495.85,1889,1469.16,1825.5,1858.5,1701,2162.52,2073.5,1776,1743.5,1740,2030,2217.5
"174","central_west","Vegetables","Carrots and turnips",1868,1798,2961,2852,3237,2069,3953,3255,3696,3396,3667,4312,4900,4416,3160,3596,3849,5506,5737,6717.25,6829.96,5269.64,6413.2,4575.1,6318.67,5072.05,4838.46,4851.5,5739.55,4687.5,4193.1,5304.5,3819.7,4609.4,4816.77,4332,3860.7
"175","central_west","Vegetables","Cauliflowers and broccoli",804,1334,1689,2349,3116,4951,5170,10635,9953,10341,13847,14905,15311,15175,12634,12223,14793,13701,14567,18337.71,18740.46,15745.53,14452.33,19846.1,21327.31,19358.7,16570.21,17020.5,19319,22582,20025.3,23101.58,20675.05,26235.9,26123.5,26289,28297.3
"176","central_west","Vegetables","Chillies and peppers, green",15852,14461,17101,10662,15275,18857,13100,15062,17200,18817,15886,15891,24699,26286,22397,21056,18154.5,19218,18405,20068.78,17014.87,22231.21,17363.39,18573.21,14946.06,16762.34,12982.28,12671.75,12961.89,12127.75,13392.67,13714.15,12705.84,12442.9,15330.64,14945,15387.21
"177","central_west","Vegetables","Cucumbers and gherkins",2868,2407,2797,2563,2623,2425,2275,2558,3132,3638,2815,3492,4563,4055,3483,4208,4888.5,5463,5242.5,5626.28,5139.71,5490.25,5419.86,5485.99,6751.3,7054,6536.11,6132.5,7367.8,6086.95,5804.89,6962.2,5070.58,6110.35,6571.55,6174,7138.88
"178","central_west","Vegetables","Eggplants (aubergines)",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,1,29,22,27,30,6.5,20,13,29,95,44,13,16,4,4,5,1,NA,1,NA,17,11
"179","central_west","Vegetables","Garlic",3423,3482,3546,4335,4825,3518,3349,4529,4649,3645,3104,4036,4566,3946,3227,2783,3818,5198,3764,2755,3225.95,2845,1414.5,1875,2025.5,1410.5,1515.9,1485.5,1624,1844.5,1336,1414.84,1234,1210,839,1086,1517
"180","central_west","Vegetables","Leeks, other alliaceous vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,NA,NA,6,15,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4.5
"181","central_west","Vegetables","Lettuce and chicory",415,1261,1511,1684,1767,1107,1456,1789,1840,2306,2152,2239,2599,1960,1972,1815,2329,2846,2205,2918.85,2915.86,2777.14,3453.32,4516.67,5306.18,4792.46,4542.38,5404.91,5119.5,6543,7135.15,7653.51,7177.74,8703.5,9169.52,9519,9174.1
"182","central_west","Vegetables","Mushrooms and truffles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4.02,2.02,4,NA,NA,2,2
"183","central_west","Vegetables","Okra",NA,NA,26,126,205,NA,NA,52,NA,NA,NA,NA,NA,3,NA,1,13,36,29,34.5,19,67,49.5,20,19,18,18,18,58,16,16,16,16,16,17,17,NA
"184","central_west","Vegetables","Onions, shallots, green",9151,10432,10537,11328,10340,10889,10029,9445,14933,15032,21053,15302,17331,13888,10716,12602,11311,14248,14349,19347.36,15936.83,15889.06,14756.74,14969.94,14321.51,12148.96,12006.02,12864.67,11078.5,9825.92,10948.7,10824.83,10677.55,10877.8,13080.07,13520,11425.67
"185","central_west","Vegetables","Peas, green",1252,2533,2011,1624,2128,1573,1335,1322,868,1293,1101,1318,1436,872,858,609,549,515,534,913.77,612.64,539.5,493.23,397.23,428.21,410.25,368.52,395.25,395.25,500,454.25,579,376.3,489.5,423,427,388
"186","central_west","Vegetables","Pumpkins, squash and gourds",1784,1613,2191,2098,2118,2092,1818,2569,2751,3732,4561,3879,4135,3793,3044,3293,4030,3459,3526.5,4963.95,4855.23,4722.38,4774.62,4733.68,4915.97,5183.09,4608.04,4281.66,5111.85,4462.76,4757.64,5143.38,5156.13,4940.43,5030.11,5375,5214.69
"187","central_west","Vegetables","Spinach",1,NA,3,NA,15,3,22,20,210,87,155,141,207,154,125,100,86,268,183,415,326,248,316.29,303.9,482,215,149,85,248,175.5,125,251,162,251,847,793,715
"188","central_west","Vegetables","Tomatoes",18098,15614,16582,11724,12769,12537,8722,13520,13436,15910,17554,16451,16646,17752,13262,15861,19066.5,17308,23364.5,30425.47,28013.95,23568.98,26284.64,24841.92,26229.31,21229.36,20410.68,23667.84,19011.88,17477.18,19332.62,19092.71,18788.11,16491.18,21053.68,21568,21496.29
"189","central_west","Vegetables","Vegetables, fresh nes",1416,2293,2518,4218,3724,2985,3527,3161,2247,4448,3933,5309,4113,5329,7360,4188,4425,4778,5777.32,7885.01,7550.9,9807.02,8931.31,8503.47,10554.71,10767.87,11647.61,11655.79,10879.55,10458,14090.25,14004.14,15314.03,14129.01,15159.53,15632,17065.63
"190","central_west",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","north_east","Beverage crops and spices","Anise, badian, fennel, coriander",107,108,113,56,254,128,169,86,127,115,75,80,69,92,55,163,183,157,215,212,260,303,279.25,488.1,345.25,516.85,410.25,373.88,482.5,342,397.75,429.75,431.5,595,545.5,827,851.1
"192","north_east","Beverage crops and spices","Coffee, green",21400,21400,29589,36541,36000,NA,33382,33811,30578,32356,200,400,20530,18155,23291,23291,23291,23291,23291,20087.2,20887.2,19157.64,15789,19192.64,19210.39,19192.64,19192.64,22712.35,22566.5,22539,21283,18379.5,16932.5,16564,16420.43,16904,16901
"193","north_east","Beverage crops and spices","Peppermint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.5,3.5,4,4,4,4,4,4,4,4,4,4
"194","north_east","Beverage crops and spices","Spices, nes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,10,40,52,102.5,102.5,113.5,114.5,92,93.5,33.5,27.5,35,29,3,3,2,40,43
"195","north_east","Beverage crops and spices","Tea nes",NA,NA,NA,NA,2,20,11,11,9,20,9,NA,NA,NA,NA,NA,NA,3,13,NA,5,24,6,14,5.5,4,5,5,10,20,10,13,15.5,5,4,6,7.5
"196","north_east","Beverage crops and spices","Vanilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,96,76.55,15,25,25
